KernelName,ipc,issued_ipc,inst_per_warp,shared_load_transactions_per_request,shared_store_transactions_per_request,local_load_transactions_per_request,local_store_transactions_per_request,gld_transactions_per_request,gst_transactions_per_request,shared_store_transactions,shared_load_transactions,local_load_transactions,local_store_transactions,gld_transactions,gst_transactions,dram_read_transactions,dram_write_transactions,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,dram_read_throughput,dram_write_throughput,tex_cache_throughput,local_load_throughput,local_store_throughput,shared_load_throughput,shared_store_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_add,flop_count_dp_fma,flop_count_dp_mul,flop_count_sp,flop_count_sp_add,flop_count_sp_fma,flop_count_sp_mul,flop_count_sp_special,inst_executed,inst_issued,shared_efficiency,inst_fp_32,inst_fp_64,inst_integer,inst_bit_convert,inst_control,inst_compute_ld_st,inst_misc,inst_inter_thread_communication,issue_slots,cf_issued,cf_executed,ldst_issued,ldst_executed,atomic_transactions,atomic_transactions_per_request,l2_read_transactions,l2_write_transactions,l2_tex_write_hit_rate,l2_tex_read_throughput,l2_tex_write_throughput,l2_tex_read_transactions,l2_tex_write_transactions,l2_read_throughput,l2_write_throughput,l2_atomic_throughput,l2_atomic_transactions,eligible_warps_per_cycle
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::detail::launch_closure_by_value<thrust::system::cuda::detail::detail::stable_sort_each_detail::stable_sort_each_copy_closure<unsigned int=7, thrust::system::cuda::detail::detail::statically_blocked_thread_array<unsigned int=256>, thrust::zip_iterator<thrust::tuple<thrust::device_ptr<unsigned int>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, long, thrust::detail::normal_iterator<thrust::pointer<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::less<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned int=7)",0.424090504759,0.417994692402,0.000133107135204,0.0273317579655,0.0418124850059,0.693933515289,0.511328,0.2492335625,0.24974084375,0.0212937548773,0.10981072176,1.0,1.0,0.000311489515564,0.00718403203851,0.00662752011882,0.0809387046574,0.0407232399699,0.0668376194982,0.0212096449776,0.106738651992,0.0727907857911,0.178962704585,0.317169514568,0.971830270073,0.965873810788,0.370351171716,0.13971301121,0.00494208437528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143220515844,0.0143713564479,0.44977617,0.0,0.0,0.00280894158356,0.0,0.00239847314735,0.00352519011202,0.013532040733,0.0,0.0122347257135,0.0133314753267,0.0133314753267,0.0112218473552,0.0120355341848,0.0,0.0,0.00669258685739,0.0906938481199,0.90442998,0.597896527277,1.0,0.00669567887144,0.0907117851523,0.597985186286,1.0,0.0,0.0,0.167592436805
"[[ segmentationTreeThrust ]] getVerticesMapping(unsigned int const *, unsigned int const *, unsigned int*, unsigned int)",0.0612571476186,0.0603443289305,5.56745708525e-07,0.0,0.0,0.0,0.0,0.21475753125,0.513416,0.0,0.0,0.0,0.0,7.07231238508e-05,0.00182764386206,0.00150142148109,0.00375694605328,0.328526427105,0.269594253336,0.171107765686,0.964709378782,0.585931526805,0.295105000104,0.100631977193,0.0,0.0,0.0,0.0,4.41392623559e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000104520854755,0.000105214107231,0.0,0.0,0.0,3.91818536868e-05,0.0,9.3741960336e-06,2.6176076423e-05,0.000111505957384,0.0,0.000105892169002,5.25046118659e-05,5.25046118659e-05,7.84685214012e-05,0.000102022056803,0.0,0.0,8.75379395195e-05,0.00182471257196,0.70832902,0.277700563462,0.714739180583,8.75411959834e-05,0.00182507345562,0.277995200078,0.714781991559,0.0,0.0,0.0244851786591
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::cub_::RadixSortScanBinsKernel<thrust::system::cuda::detail::cub_::DeviceRadixSortDispatch<bool=0, unsigned int, unsigned int, int>::PtxScanPolicy, int>(unsigned int*, int)",0.362886382623,0.370729337913,7.32606553508e-06,0.0179386555772,0.0209104768745,0.0,0.0,0.5,0.5,1.37660035527e-06,2.00700100873e-05,0.0,0.0,1.56327934256e-06,9.01366524466e-06,1.87256519953e-05,8.21822559044e-05,0.019542622105,0.0320746173737,0.0407294748999,0.0256073734154,0.0393436364197,0.034765108802,0.0059859332538,0.0,0.0,0.0129472446615,0.00176679443534,4.87821407089e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86975858592e-06,6.97829729892e-06,1.77514057,0.0,0.0,2.491421562e-06,0.0,1.55306078954e-07,7.26317985754e-07,1.4988453005e-05,0.000617283950617,6.83735268695e-06,7.25264430505e-07,7.25264430505e-07,1.70533246224e-06,3.16363848921e-06,0.0,0.0,3.98054222587e-06,8.99920856179e-06,1.0,0.066102190534,0.0189721313946,3.8700593484e-06,9.00098838588e-06,0.0687826462547,0.0191984273616,0.0,0.0,0.321594065293
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::detail::launch_closure_by_value<thrust::system::cuda::detail::copy_if_detail::copy_if_intervals_closure<thrust::zip_iterator<thrust::tuple<thrust::device_ptr<unsigned int>, thrust::counting_iterator<int, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::transform_iterator<thrust::detail::predicate_to_integral<thrust::identity<int>, long>, thrust::detail::normal_iterator<thrust::pointer<int, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, long, thrust::use_default>, thrust::detail::normal_iterator<thrust::pointer<long, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::system::detail::internal::uniform_decomposition<long>, thrust::zip_iterator<thrust::tuple<thrust::discard_iterator<thrust::use_default>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::system::cuda::detail::detail::statically_blocked_thread_array<unsigned int=256>>>(unsigned int)",0.235983417092,0.235025551397,3.93295910119e-05,0.00966940615336,0.0209104768745,0.0,0.0,0.1630599375,0.04995178125,0.00217552914328,0.00215979086534,0.0,0.0,3.58935959595e-05,0.000196487339445,0.000753399718253,0.00130575134564,0.110773012128,0.0477500244837,0.0580180933602,0.0698052643779,0.19789748192,0.0690374578781,0.0359040170391,0.0,0.0,0.17417684572,0.341321786864,2.33973247927e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000478243662703,0.000480313658772,0.96204404,0.0,0.0,0.000128017114698,0.0,2.84244513327e-05,0.00017076788241,0.000834412827356,0.0,0.000430273674273,0.000108114262075,0.000108114262075,0.000257947504259,0.000818980748675,0.0,0.0,4.41768431567e-05,0.0001961722007,0.61596594,0.0941608766413,0.051717707487,4.40994018621e-05,0.000196210998779,0.0944736384744,0.0517482839409,0.0,0.0,0.0959560132775
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::detail::launch_closure_by_value<thrust::system::cuda::detail::commutative_reduce_intervals_closure<thrust::transform_iterator<thrust::detail::predicate_to_integral<thrust::identity<int>, long>, thrust::detail::normal_iterator<thrust::pointer<int, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, long, thrust::use_default>, thrust::detail::normal_iterator<thrust::pointer<long, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::plus<long>, thrust::system::detail::internal::uniform_decomposition<long>, thrust::system::cuda::detail::detail::blocked_thread_array>>(int)",0.351062511633,0.328521554481,5.80767373499e-06,0.0187857610171,0.041820953749,0.0,0.0,0.21475753125,0.03125,0.000126522087198,0.000115890498614,0.0,0.0,3.53615619254e-05,3.87305928481e-07,0.000752103825382,0.000614939622334,0.262073964029,9.52932433082e-05,0.136497717609,0.000338129558004,0.468271258423,0.077057757602,0.080275561087,0.0,0.0,0.0221562216737,0.0470518381643,2.20691547898e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000165919152922,0.000166990192584,0.69980625,0.0,0.0,6.88740777179e-05,0.0,4.96154626163e-05,1.30150532599e-05,0.000109985235667,0.0,0.000158925051149,0.00015952191149,0.00015952191149,3.46060542111e-05,6.47665144607e-05,0.0,0.0,4.3910592467e-05,3.86684742889e-07,0.49248366,0.221529940149,0.000250515283187,4.37705979917e-05,3.86761219706e-07,0.222598494097,0.000319406982287,0.0,0.0,0.197511888643
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::detail::launch_closure_by_value<thrust::system::cuda::detail::detail::stable_sort_each_detail::stable_sort_each_copy_closure<unsigned int=7, thrust::system::cuda::detail::detail::statically_blocked_thread_array<unsigned int=256>, thrust::zip_iterator<thrust::tuple<thrust::device_ptr<unsigned int>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, long, thrust::zip_iterator<thrust::tuple<thrust::device_ptr<unsigned int>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::less<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned int=7)",0.322655462058,0.32366346434,0.000110210401019,0.0241301061823,0.0406589794596,0.623853884814,0.513676875,0.16917525,0.1075926875,0.0164626802184,0.0823016979891,0.772286481765,0.777051230951,0.000240579378315,0.00277430757534,0.00512295609751,0.0615295695363,0.0419076435644,0.0687815394035,0.0218265109188,0.0549130342872,0.0749696727269,0.181269195641,0.327508851753,1.0,1.0,0.369834771347,0.14391958381,0.00383011453334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110233149707,0.011061248615,0.63609095,0.0,0.0,0.00221554287303,0.0,0.00186864228683,0.0027344673327,0.0104026083895,0.0,0.00941757719755,0.0101491963218,0.0101491963218,0.00866955697678,0.00917895534712,0.0,0.0,0.0051812403095,0.067670234267,0.91676981,0.616721250997,0.994146894446,0.0051835325475,0.0676836177898,0.616823478345,0.994146894446,0.0,0.0,0.125833870758
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=128, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=9>, unsigned long=128>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::scan_detail::inclusive_downsweep, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=1>, thrust::device_ptr<unsigned int>, thrust::system::cuda::detail::aligned_decomposition<long>, thrust::detail::normal_iterator<thrust::pointer<unsigned int, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::device_ptr<unsigned int>, thrust::plus<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=9)",0.249873117595,0.252788002601,8.37332717917e-05,0.0101256650148,0.0208873080661,0.418224432654,0.498754,0.24497034375,0.1251866875,0.00469287232628,0.00432650496352,0.0625326612304,0.0318418873981,0.000225044289849,0.00258035532925,0.00515302081214,0.0314821141663,0.176828576986,0.290129454658,0.0925329845042,0.232142118435,0.342737771748,0.421490198035,0.194415445184,0.367963289337,0.1862186616,0.0883514972118,0.186438774651,0.000500312302884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00114370787346,0.00114838942116,0.94511032,0.0,0.0,0.000285510501331,0.0,0.000118731168643,0.000647383960155,0.00139621182393,0.0,0.00102653322035,0.000368869489355,0.000368869489355,0.00111970174436,0.00190231555227,0.0,0.0,0.000663149270977,0.00523569384214,0.32580776,0.35978379585,0.349540983793,0.000665425336312,0.00523672933476,0.358790046085,0.349553218315,0.0,0.0,0.112269083555
"[[ segmentationTreeThrust ]] calculateEdgesInfo(unsigned int const *, unsigned int const *, unsigned int const *, float const *, unsigned int*, unsigned int*, unsigned int, unsigned int)",0.164631949044,0.165322107621,8.67688894878e-07,0.0,0.0,0.0,0.0,0.21127503125,0.12497428125,0.0,0.0,0.0,0.0,0.000621654670943,0.00549558944811,0.0108644418627,0.046790700274,0.307774210108,0.463758376825,0.176390488651,0.37025021348,0.54116312809,0.46912971707,0.129826423034,0.0,0.0,0.0,0.0,0.000446133637859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00105636186636,0.00106065772787,0.0,0.0,0.0,0.000396003342118,0.0,6.31538439815e-05,0.000293977263593,0.00125196743898,0.0,0.00112349338408,0.000353765857589,0.000353765857589,0.000830851138216,0.000962316823922,0.0,0.0,0.000706548133395,0.00548677527633,0.0,0.286274196215,0.274313010751,0.000707032253662,0.00548786042674,0.286274885054,0.274319124728,0.0,0.0,0.0801127029659
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::cub_::DeviceRadixSortDownsweepKernel<thrust::system::cuda::detail::cub_::DeviceRadixSortDispatch<bool=0, unsigned int, unsigned int, int>::PtxDownsweepPolicy, bool=0, unsigned int, unsigned int, int>(unsigned int*, unsigned int, int*, int, thrust::system::cuda::detail::cub_::DeviceRadixSortDispatch<bool=0, unsigned int, unsigned int, int>::PtxDownsweepPolicy*, int*, int, int, bool, bool, thrust::system::cuda::detail::cub_::GridEvenShare<int*>)",0.098238363612,0.0942874395678,2.63400186914e-05,0.0111048734708,0.0107842438804,0.0,0.0,0.228851,0.0811383125,0.00119109302861,0.000794919702283,0.0,0.0,0.000163437496656,0.000957191392612,0.00151308451693,0.00707999383408,0.235481634598,0.384740262606,0.564299939458,0.360517425544,0.421323960712,0.396831723707,0.0721341524786,0.0,0.0,0.0679610313341,0.198106179436,4.43402981311e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000180295744777,0.000181002925035,0.28144539,0.0,0.0,6.53234214287e-05,0.0,2.31967910633e-06,7.32080029963e-05,0.000187630070219,0.00668788580247,0.000159399800704,9.32871373737e-06,9.32871373737e-06,0.000118698688517,0.000187725657613,0.0,0.0,9.12730023861e-05,0.000955656188893,0.23391252,0.205373163379,0.267102129395,9.07328611394e-05,0.000955845194392,0.206821826131,0.267132712415,0.0,0.0,0.0325765624472
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=0, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=1>, unsigned long=0>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::for_each_n_detail::for_each_kernel, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=0>, thrust::zip_iterator<thrust::tuple<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, long>, thrust::detail::normal_iterator<thrust::pointer<unsigned int, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::detail::wrapped_function<thrust::detail::unary_transform_functor<thrust::system::cuda::detail::detail::stable_merge_sort_detail::locate_merge_path<thrust::detail::normal_iterator<thrust::pointer<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, unsigned int, thrust::less<thrust::pointer<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>>>, void>, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=1)",0.0563898952909,0.0581862589543,6.92340913648e-06,0.0,0.034850801761,0.0,0.0,0.5379948125,0.11605534375,2.50290973686e-07,0.0,0.0,0.0,1.42633973608e-05,1.63724778858e-06,0.000440700768325,0.000945471547361,0.0191709219484,0.00127057655524,0.077006370575,0.00102284190122,0.19822318859,0.0855917666292,0.00793878973546,0.0,0.0,0.0,7.5182742472e-05,3.02125328492e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06109931974e-05,1.08463764557e-05,0.03125,0.0,0.0,3.34229784138e-06,0.0,2.14267771384e-06,1.01835196615e-06,8.05597516929e-06,0.0,9.74051814963e-06,1.03531497455e-05,1.03531497455e-05,3.28871720017e-06,3.69560888105e-06,0.0,0.0,3.42368174086e-05,1.63462186767e-06,0.0,0.124978035994,0.000757808722938,3.41823747818e-05,1.63494515603e-06,0.125409328017,0.00080164889569,0.0,0.0,0.0221155816503
"[[ segmentationTreeThrust ]] markSegments(unsigned int const *, unsigned int*, unsigned int)",0.0249533592184,0.0252448776922,4.33318188338e-07,0.0,0.0,0.0,0.0,0.19640678125,0.729815125,0.0,0.0,0.0,0.0,3.18251004049e-05,0.00207419929517,0.000675775735242,0.015789209575,0.0847413852259,0.139083050997,0.0441353560493,0.627578689546,0.151163579482,0.710933814071,0.025956408156,0.0,0.0,0.0,0.0,1.98625251437e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.52569284522e-05,7.58159812807e-05,0.0,0.0,0.0,2.35104653263e-05,0.0,8.43679665897e-06,1.57056552712e-05,0.00013379624073,0.0,8.03074838738e-05,4.72509776474e-05,4.72509776474e-05,5.04457086249e-05,7.34577128492e-05,0.0,0.0,3.94069903756e-05,0.00207087256397,0.10093004,0.0716297895327,0.464963944772,3.93941050957e-05,0.00207128213208,0.0717750464764,0.464994527793,0.0,0.0,0.0103592618953
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=0, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=1>, unsigned long=0>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::for_each_n_detail::for_each_kernel, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=0>, thrust::zip_iterator<thrust::tuple<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, long>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::detail::wrapped_function<thrust::detail::unary_transform_functor<thrust::system::detail::generic::sequence_detail::sequence_functor<unsigned int>>, void>, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=1)",0.297639067444,0.337764710907,6.19438051821e-06,0.0,0.034850801761,0.0,0.0,0.0,0.100612875,1.16802454387e-06,0.0,0.0,0.0,0.0,0.000367007576866,6.80343757614e-07,0.0029723834567,0.0,0.813435770766,0.0,0.649429983115,0.00092007726561,0.782739058965,0.0,0.0,0.0,0.0,0.000948629302948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52360865901e-05,6.60642929572e-05,0.03125,0.0,0.0,2.7859335676e-05,0.0,9.04856404324e-06,7.85360457219e-06,7.49817668945e-05,0.0,6.40988626914e-05,2.6889178761e-05,2.6889178761e-05,2.07224025818e-05,2.03487482335e-05,0.0,0.0,6.79788994931e-08,0.000366418947046,0.0,0.0,0.481153251111,0.0,0.000366491415782,0.00121042122731,0.481293918559,0.0,0.0,0.199524286718
"[[ segmentationTreeThrust ]] getRepresentatives(unsigned int const *, unsigned int*, unsigned int)",0.110261080162,0.111507670285,1.45652005989e-06,0.0,0.0,0.0,0.0,0.20755665625,0.100612875,0.0,0.0,6.63172191333e-07,1.68355340884e-06,0.000163461159576,0.000367007576866,0.000676067311138,0.0031556784333,0.295111193194,0.200957479004,0.465450654147,0.16043817906,0.218507123814,0.20528815063,0.157054505022,1.82238826804e-05,4.59805490951e-05,0.0,0.0,8.3175455461e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000248895874452,0.000250047051443,0.0,0.0,0.0,3.79735825897e-05,0.0,3.07088313042e-05,2.85901831855e-05,0.000243532233636,0.0,0.00023722707781,0.000277640289803,0.000277640289803,0.000114767326166,0.000156600105216,0.0,0.0,0.000287367579488,0.00036655955968,1.3e-06,0.755449048911,0.118915250391,0.000287537095005,0.000366632056226,0.755565496625,0.118945826844,0.0,0.0,0.0438846093684
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=512, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=3>, unsigned long=512>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::scan_detail::inclusive_scan_n, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=1>, thrust::detail::normal_iterator<thrust::pointer<long, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, long, thrust::detail::normal_iterator<thrust::pointer<long, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::plus<long>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=3)",0.129281807714,0.13078568992,1.16865033836e-05,0.00471360424288,0.0108078727193,0.0373813095283,0.08622075,0.0711805625,0.007089125,1.79375197808e-06,2.50414804759e-06,2.984274861e-06,2.73577428936e-06,6.10655993186e-08,1.7604814931e-07,9.71919653735e-06,4.2217941333e-05,0.000277401880575,0.000317644133258,0.000295675057335,0.000295863359929,0.0120070083614,0.0105316880482,0.00110261571063,0.000328029899166,0.000308726554748,0.000959254344579,0.00132233175429,1.52444189715e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46025340909e-06,5.50513138412e-06,0.74214074,0.0,0.0,1.57338289439e-06,0.0,7.79463560701e-07,9.52571335611e-08,7.76041295803e-06,0.0,5.06783161704e-06,3.15943317539e-06,3.15943317539e-06,9.765496336e-07,3.63219519196e-06,0.0,0.0,6.09921792674e-07,4.21837901334e-07,0.63550061,0.000687083632357,0.000526082092722,6.80283869836e-08,4.21921330588e-07,0.00641609466212,0.000651339731032,0.0,0.0,0.0604404448152
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=0, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=1>, unsigned long=0>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::for_each_n_detail::for_each_kernel, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=0>, thrust::pointer<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>, thrust::detail::wrapped_function<thrust::detail::allocator_traits_detail::gozer, void>, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=1)",0.57392185126,0.592546711781,1.09033325255e-05,0.0,0.034850801761,0.0,0.0,0.0,0.0,1.79375197808e-06,0.0,0.0,0.0,0.0,0.0,6.47946435823e-07,5.55894601182e-06,0.0,0.0,0.0,0.0,0.0012766072098,0.00213639747488,0.0,0.0,0.0,0.0,0.00206973665929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000120264540299,0.000121427081337,0.03125,0.0,0.0,4.95931690758e-05,0.0,3.56996131387e-05,1.2242637037e-09,0.000146904845885,0.0,0.000106921272583,0.000101292243525,0.000101292243525,8.31373771321e-07,3.02624216284e-06,0.0,0.0,8.1197018839e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.00194103584627,0.000194149343977,0.0,0.0,0.305314999881
