gst_requested_throughput,ipc,l2_write_transactions,inst_fp_64,local_store_transactions,cf_executed,inst_misc,l2_read_transactions,flop_count_dp_mul,l2_tex_read_throughput,gld_requested_throughput,l2_tex_write_transactions,flop_count_sp_special,gld_throughput,inst_inter_thread_communication,cf_issued,inst_integer,atomic_transactions_per_request,inst_issued,local_load_throughput,inst_fp_32,l2_atomic_transactions,issue_slots,l2_tex_read_transactions,inst_bit_convert,local_store_transactions_per_request,gst_transactions_per_request,ldst_executed,gst_throughput,tex_cache_throughput,eligible_warps_per_cycle,flop_count_sp,tex_cache_transactions,inst_compute_ld_st,shared_efficiency,local_load_transactions_per_request,flop_count_dp,inst_per_warp,shared_load_transactions,gst_transactions,l2_tex_write_throughput,issued_ipc,local_load_transactions,gld_transactions,local_store_throughput,dram_write_throughput,shared_load_throughput,inst_executed,shared_store_transactions,l2_write_throughput,inst_control,flop_count_dp_fma,shared_store_throughput,l2_atomic_throughput,l2_read_throughput,atomic_transactions,flop_count_dp_add,shared_load_transactions_per_request,l2_tex_write_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,shared_store_transactions_per_request,flop_count_sp_mul,gld_transactions_per_request,ldst_issued,flop_count_sp_add,flop_count_sp_fma
90.070069,3.7044410000000005,56893898.0,535650410.0,4751854.0,220609193.0,4987105742.0,529576116.0,66591523.0,174.88841,147.828832,56882642.0,56186056.0,283.836387,8294400.0,220609193.0,56757957849.0,5.349603,1104424151.0,366.317108,4349467648.0,196590.0,1042655015.0,529190851.0,70975488.0,8.0,32.0,283850384.0,112.817623,482.625328,10.155316000000001,6511611904.0,1049564436.0,21237254622.0,1.0,19.116425,939702716.0,32235074.0,27154944.0,56802642.0,152.274035,3.708617,12063232.0,1310066566.0,145.185739,88.832341,950.438902,1108190333.0,23972099.0,152.274035,19773855736.0,404701375.0,431.281514,37.366524,174.910761,83039.0,94379405.0,94.645833,1.0,30866749.0,82.921237,6655938.0,47.822917,2170537984.0,32.0,1033229613.0,1086197760.0,2170536960.0
