KernelName,sm_efficiency,achieved_occupancy,ipc,issued_ipc,branch_efficiency,warp_execution_efficiency,warp_nonpred_execution_efficiency,inst_replay_overhead,issue_slot_utilization,local_load_transactions_per_request,local_store_transactions_per_request,gld_transactions_per_request,gst_transactions_per_request,shared_load_transactions,global_hit_rate,local_hit_rate,gld_requested_throughput,gst_requested_throughput,gld_throughput,gst_throughput,dram_read_throughput,dram_write_throughput,tex_cache_throughput,shared_load_throughput,shared_store_throughput,gld_efficiency,gst_efficiency,cf_fu_utilization,tex_fu_utilization,ldst_fu_utilization,double_precision_fu_utilization,special_fu_utilization,single_precision_fu_utilization,dram_utilization,tex_utilization,shared_efficiency,shared_utilization,stall_inst_fetch,stall_exec_dependency,stall_memory_dependency,stall_texture,stall_sync,stall_other,stall_constant_memory_dependency,stall_memory_throttle,local_memory_overhead,tex_cache_hit_rate,l2_tex_read_hit_rate,l2_tex_write_hit_rate,l2_tex_read_throughput,l2_tex_write_throughput,l2_read_throughput,l2_write_throughput,sysmem_write_throughput,l2_utilization,eligible_warps_per_cycle,flop_sp_efficiency,flop_dp_efficiency
"[[ segmentationTreeThrust ]] makeNewEdges(unsigned int const *, unsigned int const *, unsigned int const *, float const *, unsigned int*, float*, unsigned int)",0.863173211303,0.896150004188,0.0285169474792,0.113544105555,1.0,0.999706268637,0.9674925536,0.036549036549,0.124505059685,0.0,0.0,0.32848615625,0.12496471875,0.0,0.528182432406,0.0,0.31179361547,0.284783683246,0.376595890787,0.227362404188,0.708511162225,0.290460565483,0.106297579144,0.0,0.0,0.60905934,0.99991385,0.0,0.2,0.2,0.0,0.0,0.0,0.777777777778,0.1,0.0,0.0,0.0301874348147,0.0168433513676,0.942094074152,5.33725621665e-07,0.0,0.0293258607809,0.0360763111147,0.0108994137392,0.0,0.494804061328,0.246936810981,0.0,0.611198975392,0.168449506181,0.611184768672,0.168455626726,0.0,0.333333333333,0.00413811789115,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::cub_::DeviceRadixSortUpsweepKernel<thrust::system::cuda::detail::cub_::DeviceRadixSortDispatch<bool=0, unsigned int, unsigned int, int>::PtxUpsweepPolicy, bool=0, unsigned int, int>(unsigned int*, int*, unsigned int*, int, int, bool, thrust::system::cuda::detail::cub_::GridEvenShare<unsigned int*>)",0.39926634889,0.181830438397,0.0359317716599,0.140739463326,0.989096924286,0.981492878252,0.958885307504,0.0269325269325,0.141295495219,0.0,0.0,0.20983921875,0.52777778125,0.000275345808115,0.566441438168,0.0,0.361387263075,0.00275291586598,0.376451518882,0.0168569497338,0.648883590581,0.0637220514092,0.110703085603,0.0725802183127,0.159949037371,0.48776774,0.55555556,0.0,0.1,0.2,0.0,0.0,0.0,0.333333333333,0.1,0.399668138889,0.1,0.549199154592,0.235678006493,0.12194700568,6.67157027082e-08,0.132938564355,0.071289858625,0.149078622175,0.0013338308953,0.0,0.512790135671,0.0,0.5085593,0.305477006738,0.0124890694595,0.309133215652,0.0125808119552,0.135802462264,0.0,0.00650973039963,0.0,0.0
[[ segmentationTreeThrust ]] _ZN6thrust6system4cuda6detail5bulk_6detail15launch_by_valueILj0ENS4_9cuda_taskINS3_14parallel_groupINS3_16concurrent_groupINS3_5agentILm1EEELm0EEELm0EEENS4_7closureINS2_17for_each_n_detail15for_each_kernelENS_5tupleINS4_6cursorILj0EEENS_12zip_iteratorINSG_INS_20permutation_iteratorINS_10device_ptrIjEENS_18transform_iteratorINS2_26adjacent_difference_detail27last_index_in_each_intervalINS0_6detail8internal21uniform_decompositionIlEEEENS_17counting_iteratorIlNS_11use_defaultESW_SW_EESW_SW_EEEENS_6detail15normal_iteratorINS_7pointerIjNS2_3tagESW_SW_EEEENS_9null_typeES16_S16_S16_S16_S16_S16_S16_EEEENS10_16wrapped_functionINS10_23unary_transform_functorINS_8identityIjEEEEvEEjS16_S16_S16_S16_S16_S16_EEEEEEEEvT0_,0.0357740609088,0.233884130385,0.0270157288314,0.13605301327,0.967858913474,0.94763612437,0.944744177765,0.262593262593,0.12296261999,0.0,0.0,0.78125,0.10714284375,0.0,0.0,0.0,0.000451584451401,0.000741169655371,0.00189836826312,0.000642446154002,0.00991383258067,0.023568139446,0.00015017704997,0.0,0.000524067936285,0.125,0.88467262,0.0,0.1,0.2,0.0,0.0,0.0,0.111111111111,0.1,0.0173611111111,0.1,0.265776325231,0.090569574092,0.0318775415776,0.0,0.144733290582,0.146007237804,0.626391024455,9.26280355106e-05,0.0,0.0938273230847,0.0,0.0,0.00308097025412,0.000475979033458,0.00605402431472,0.000926906540567,0.716049374725,0.0,0.00608257045901,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::cub_::DeviceRadixSortUpsweepKernel<thrust::system::cuda::detail::cub_::DeviceRadixSortDispatch<bool=0, unsigned int, unsigned int, int>::PtxAltUpsweepPolicy, bool=0, unsigned int, int>(unsigned int*, int*, unsigned int*, int, int, bool, thrust::system::cuda::detail::cub_::GridEvenShare<unsigned int*>)",0.392257331705,0.187014971412,0.0385315125974,0.145803251269,0.989096924286,0.941807316046,0.916563027961,0.0334912834913,0.148226011181,0.0,0.0,0.20983921875,0.263888875,0.000259805359937,0.566440946065,0.0,0.366710764514,0.00138704606743,0.381996738142,0.00875755547518,0.658261827425,0.0625792806699,0.112333683822,0.0694994542637,0.144014598316,0.48776774,0.55555556,0.0,0.1,0.2,0.0,0.0,0.0,0.333333333333,0.1,0.306686211111,0.1,0.426783068501,0.257696097882,0.181323635145,0.0,0.11072349603,0.069558519547,0.185883350279,0.00172705949434,0.0,0.517198335014,0.0,0.5155754,0.309976836087,0.0064883457774,0.313318321221,0.0064280164376,0.135802462264,0.0,0.00681594799222,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::detail::launch_closure_by_value<thrust::system::cuda::detail::detail::stable_merge_sort_detail::merge_adjacent_partitions_closure<unsigned int=7, thrust::system::cuda::detail::detail::statically_blocked_thread_array<unsigned int=256>, unsigned int, thrust::zip_iterator<thrust::tuple<thrust::device_ptr<unsigned int>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::detail::normal_iterator<thrust::pointer<unsigned int, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::detail::normal_iterator<thrust::pointer<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::less<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned int=7)",0.93013342872,0.660571401724,0.0952818371945,0.358573165438,0.870470710198,0.960358210864,0.79038942801,0.004158004158,0.310834172006,0.549011752982,0.412791,0.1508115,0.24994434375,0.0153082620977,0.58106519613,0.64123980475,0.234020032033,0.382372406088,0.142216839873,0.610564893749,0.415831797106,0.470073281081,0.219239119585,0.173469367313,0.160480256522,0.86825565,0.49998334,0.0,0.4,0.2,0.0,0.0,0.142857142857,0.777777777778,0.2,0.439198822222,0.2,0.100191385802,0.38843046437,0.231477876676,0.161238510305,0.167346239106,0.193259472683,0.0140268760689,0.00101397420955,0.485195414984,0.482723626805,0.4974116824,0.66747441,0.505072291526,0.79363681405,0.505343196123,0.793642928028,0.0,0.666666666667,0.0133843639283,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::detail::launch_closure_by_value<thrust::system::cuda::detail::detail::stable_sort_each_detail::stable_sort_each_copy_closure<unsigned int=7, thrust::system::cuda::detail::detail::statically_blocked_thread_array<unsigned int=256>, thrust::zip_iterator<thrust::tuple<thrust::device_ptr<unsigned int>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, long, thrust::detail::normal_iterator<thrust::pointer<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::less<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned int=7)",0.823581250495,0.562935491581,0.112539959776,0.417994692402,0.510767404209,0.780696462518,0.685443563956,0.000780750780751,0.369501215115,0.693933515289,0.511328,0.2492335625,0.24974084375,0.10981072176,0.572211122174,0.715211000403,0.0407232399699,0.0668376194982,0.0212096449776,0.106738651992,0.0727907857911,0.178962704585,0.317169514568,0.370351171716,0.13971301121,0.99981465,0.49990924,0.0,0.5,0.2,0.0,0.0,0.142857142857,0.222222222222,0.2,0.24987565,0.3,0.177080691368,0.422457715358,0.279750014284,0.0620858330873,0.101211828114,0.138049386158,0.00649416730033,0.000127631884973,0.956501401149,0.61645756385,0.785218200223,0.90442998,0.597896527277,1.0,0.597985186286,1.0,0.0,0.666666666667,0.0155617536541,0.0,0.0
"[[ segmentationTreeThrust ]] getVerticesMapping(unsigned int const *, unsigned int const *, unsigned int*, unsigned int)",0.416815231156,0.389647888906,0.014379685077,0.0603443289305,1.0,0.842316051446,0.803254211995,0.148734148734,0.0628453153301,0.0,0.0,0.21475753125,0.513416,0.0,0.564805754983,0.0,0.328526427105,0.269594253336,0.171107765686,0.964709378782,0.585931526805,0.295105000104,0.100631977193,0.0,0.0,0.9672661,0.35584996,0.0,0.1,0.2,0.0,0.0,0.0,0.333333333333,0.1,0.0,0.0,0.145335640651,0.0471650175355,0.506468388231,0.00263466981565,0.0,0.0452383971554,0.326008057302,0.156269311191,0.0,0.326316777457,0.0,0.70832902,0.277700563462,0.714739180583,0.277995200078,0.714781991559,0.0493827123735,0.166666666667,0.00145641149505,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::cub_::RadixSortScanBinsKernel<thrust::system::cuda::detail::cub_::DeviceRadixSortDispatch<bool=0, unsigned int, unsigned int, int>::PtxScanPolicy, int>(unsigned int*, int)",0.0768850211316,0.470987655582,0.0959819081986,0.370729337913,1.0,1.0,0.982666271683,0.0283432783433,0.375869592599,0.0,0.0,0.5,0.5,2.00700100873e-05,0.0,0.0,0.019542622105,0.0320746173737,0.0407294748999,0.0256073734154,0.0393436364197,0.034765108802,0.0059859332538,0.0129472446615,0.00176679443534,0.25,1.0,0.0,0.1,0.2,0.0,0.0,0.285714285714,0.111111111111,0.1,0.986189205556,0.1,0.13228445542,0.212508213304,0.201775666688,4.03630001384e-06,0.159722250199,0.161586251195,0.13185158644,0.0427984618043,0.0,0.0,0.627511499734,1.0,0.066102190534,0.0189721313946,0.0687826462547,0.0191984273616,0.358024687363,0.0,0.0307408975425,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::detail::launch_closure_by_value<thrust::system::cuda::detail::copy_if_detail::copy_if_intervals_closure<thrust::zip_iterator<thrust::tuple<thrust::device_ptr<unsigned int>, thrust::counting_iterator<int, thrust::use_default, thrust::use_default, thrust::use_default>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::transform_iterator<thrust::detail::predicate_to_integral<thrust::identity<int>, long>, thrust::detail::normal_iterator<thrust::pointer<int, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, long, thrust::use_default>, thrust::detail::normal_iterator<thrust::pointer<long, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::system::detail::internal::uniform_decomposition<long>, thrust::zip_iterator<thrust::tuple<thrust::discard_iterator<thrust::use_default>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::system::cuda::detail::detail::statically_blocked_thread_array<unsigned int=256>>>(unsigned int)",0.458141503577,0.351894560734,0.0616498113516,0.235025551397,1.0,0.964571304891,0.908550104421,0.0343035343035,0.22152375889,0.0,0.0,0.1630599375,0.04995178125,0.00215979086534,0.575091781298,0.0,0.110773012128,0.0477500244837,0.0580180933602,0.0698052643779,0.19789748192,0.0690374578781,0.0359040170391,0.17417684572,0.341321786864,0.95313602,0.52783874,0.0,0.1,0.4,0.0,0.0,0.0,0.111111111111,0.1,0.534468911111,0.2,0.125559876289,0.272917937778,0.163480374799,0.0,0.303185062681,0.186083077912,0.137798222969,0.00206966467722,0.0,0.558268764125,0.0152212368767,0.61596594,0.0941608766413,0.051717707487,0.0944736384744,0.0517482839409,0.0370370375165,0.0,0.00850092195346,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::detail::launch_closure_by_value<thrust::system::cuda::detail::commutative_reduce_intervals_closure<thrust::transform_iterator<thrust::detail::predicate_to_integral<thrust::identity<int>, long>, thrust::detail::normal_iterator<thrust::pointer<int, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, long, thrust::use_default>, thrust::detail::normal_iterator<thrust::pointer<long, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::plus<long>, thrust::system::detail::internal::uniform_decomposition<long>, thrust::system::cuda::detail::detail::blocked_thread_array>>(int)",0.459712449662,0.683977382526,0.0927830997055,0.328521554481,0.999993747345,0.990595343184,0.964311124054,0.02952002952,0.325284503838,0.0,0.0,0.21475753125,0.03125,0.000115890498614,0.564805754983,0.0,0.262073964029,9.52932433082e-05,0.136497717609,0.000338129558004,0.468271258423,0.077057757602,0.080275561087,0.0221562216737,0.0470518381643,0.9672661,0.25,0.0,0.1,0.2,0.0,0.0,0.142857142857,0.222222222222,0.1,0.38878125,0.1,0.372799361079,0.105646229219,0.168890267826,0.0,0.217392699202,0.29581138408,0.1059518538,0.000443002951569,0.0,0.49224303224,0.0,0.49248366,0.221529940149,0.000250515283187,0.222598494097,0.000319406982287,0.0987654376924,0.0,0.0185107592521,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::detail::launch_closure_by_value<thrust::system::cuda::detail::detail::stable_sort_each_detail::stable_sort_each_copy_closure<unsigned int=7, thrust::system::cuda::detail::detail::statically_blocked_thread_array<unsigned int=256>, thrust::zip_iterator<thrust::tuple<thrust::device_ptr<unsigned int>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, long, thrust::zip_iterator<thrust::tuple<thrust::device_ptr<unsigned int>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::less<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned int=7)",0.664881016609,0.418597929047,0.0850979083226,0.32366346434,0.634743781753,0.837390131946,0.741697734536,0.00143325143325,0.285881187009,0.623853884814,0.513676875,0.16917525,0.1075926875,0.0823016979891,0.526577293967,0.655332377214,0.0419076435644,0.0687815394035,0.0218265109188,0.0549130342872,0.0749696727269,0.181269195641,0.327508851753,0.369834771347,0.14391958381,0.93436165,0.93431549,0.0,0.4,0.2,0.0,0.0,0.142857142857,0.111111111111,0.2,0.353383861111,0.2,0.265624095782,0.351100769423,0.207404074148,0.0330704734647,0.216514058411,0.108224117028,0.0120146791155,3.24246184492e-05,1.0,0.598273920497,0.801648894398,0.91676981,0.616721250997,0.994146894446,0.616823478345,0.994146894446,0.0,0.5,0.0114458278108,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=128, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=9>, unsigned long=128>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::scan_detail::inclusive_downsweep, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=1>, thrust::device_ptr<unsigned int>, thrust::system::cuda::detail::aligned_decomposition<long>, thrust::detail::normal_iterator<thrust::pointer<unsigned int, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::device_ptr<unsigned int>, thrust::plus<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=9)",0.870478238948,0.496234166032,0.0654075055935,0.252788002601,0.999524872246,0.964033763496,0.943240415247,0.00630000630001,0.235944475159,0.418224432654,0.498754,0.24497034375,0.1251866875,0.00432650496352,0.578792525091,0.731689130435,0.176828576986,0.290129454658,0.0925329845042,0.232142118435,0.342737771748,0.421490198035,0.194415445184,0.0883514972118,0.186438774651,0.98696053,0.99714404,0.0,0.3,0.2,0.0,0.0,0.142857142857,0.666666666667,0.1,0.525061288889,0.1,0.158974947389,0.159405530006,0.490277718715,0.030176613144,0.189355000437,0.109003258999,0.0140893588241,4.70349208335e-05,0.580918975908,0.636228590524,0.477229281039,0.32580776,0.35978379585,0.349540983793,0.358790046085,0.349553218315,0.0,0.333333333333,0.0101088169052,0.0,0.0
"[[ segmentationTreeThrust ]] calculateEdgesInfo(unsigned int const *, unsigned int const *, unsigned int const *, float const *, unsigned int*, unsigned int*, unsigned int, unsigned int)",0.885811795181,0.903032073425,0.0423465153178,0.165322107621,1.0,0.99981709719,0.965434809169,0.0221872721873,0.181281437193,0.0,0.0,0.21127503125,0.12497428125,0.0,0.62580874054,0.0,0.307774210108,0.463758376825,0.176390488651,0.37025021348,0.54116312809,0.46912971707,0.129826423034,0.0,0.0,0.90471554,0.99997128,0.0,0.2,0.2,0.0,0.0,0.0,0.888888888889,0.1,0.0,0.0,0.0217791094439,0.0268636398518,0.907409953394,0.00102445297294,0.0,0.0324173666143,0.0332509472988,0.0538545838526,0.0,0.553814251321,0.0908339043827,0.0,0.286274196215,0.274313010751,0.286274885054,0.274319124728,0.0,0.166666666667,0.00693932881157,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::cub_::DeviceRadixSortDownsweepKernel<thrust::system::cuda::detail::cub_::DeviceRadixSortDispatch<bool=0, unsigned int, unsigned int, int>::PtxDownsweepPolicy, bool=0, unsigned int, unsigned int, int>(unsigned int*, unsigned int, int*, int, thrust::system::cuda::detail::cub_::DeviceRadixSortDispatch<bool=0, unsigned int, unsigned int, int>::PtxDownsweepPolicy*, int*, int, int, bool, bool, thrust::system::cuda::detail::cub_::GridEvenShare<int*>)",0.410533993117,0.0892677306739,0.0243845158048,0.0942874395678,1.0,0.999991475546,0.692258004965,0.0121792621793,0.089175186891,0.0,0.0,0.228851,0.0811383125,0.000794919702283,0.602101473973,0.0,0.235481634598,0.384740262606,0.564299939458,0.360517425544,0.421323960712,0.396831723707,0.0721341524786,0.0679610313341,0.198106179436,0.50785653,0.92178793,0.0,0.1,0.2,0.0,0.0,0.0,0.333333333333,0.1,0.15635855,0.1,0.648552002673,0.177653950813,0.21673800194,0.0364843493301,0.0840401968543,0.0451875014227,0.0900474976624,0.0058152688105,0.0,0.543292601557,0.107208231291,0.23391252,0.205373163379,0.267102129395,0.206821826131,0.267132712415,0.0370370375165,0.0,0.0022539373393,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=0, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=1>, unsigned long=0>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::for_each_n_detail::for_each_kernel, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=0>, thrust::zip_iterator<thrust::tuple<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, long>, thrust::detail::normal_iterator<thrust::pointer<unsigned int, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::detail::wrapped_function<thrust::detail::unary_transform_functor<thrust::system::cuda::detail::detail::stable_merge_sort_detail::locate_merge_path<thrust::detail::normal_iterator<thrust::pointer<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, unsigned int, thrust::less<thrust::pointer<thrust::tuple<unsigned int, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>>>, void>, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=1)",0.16409157463,0.224796898268,0.0130629075092,0.0581862589543,0.68739120751,0.754575778231,0.739137012061,0.125203625204,0.0534025507607,0.0,0.0,0.5379948125,0.11605534375,0.0,0.02765837657,0.0,0.0191709219484,0.00127057655524,0.077006370575,0.00102284190122,0.19822318859,0.0855917666292,0.00793878973546,0.0,7.5182742472e-05,0.12865228,0.94128987,0.0,0.1,0.2,0.0,0.0,0.0,0.222222222222,0.1,0.0173611111111,0.1,0.154046273049,0.0710429692965,0.672559969046,0.0,0.0383885815716,0.0501107392118,0.150464373988,0.000567254602109,0.0,0.0309316443011,0.254717326066,0.0,0.124978035994,0.000757808722938,0.125409328017,0.00080164889569,0.074074075033,0.0,0.00122285257553,0.0,0.0
"[[ segmentationTreeThrust ]] markSegments(unsigned int const *, unsigned int*, unsigned int)",0.38674550025,0.350666860048,0.00455812437463,0.0252448776922,1.0,0.761862726327,0.719438876101,0.19534969535,0.0276817070098,0.0,0.0,0.19640678125,0.729815125,0.0,0.508325177196,0.0,0.0847413852259,0.139083050997,0.0441353560493,0.627578689546,0.151163579482,0.710933814071,0.025956408156,0.0,0.0,0.90803949,0.13358613,0.0,0.1,0.2,0.0,0.0,0.0,0.444444444444,0.1,0.0,0.0,0.136892470352,0.0334482557441,0.481901650475,1.2342405001e-06,0.0,0.0291511819963,0.35302765419,0.211117427646,0.0,0.100780162867,0.0,0.10093004,0.0716297895327,0.464963944772,0.0717750464764,0.464994527793,0.0246913626595,0.0,6.40929512961e-05,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=0, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=1>, unsigned long=0>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::for_each_n_detail::for_each_kernel, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=0>, thrust::zip_iterator<thrust::tuple<thrust::counting_iterator<long, thrust::use_default, thrust::use_default, long>, thrust::device_ptr<unsigned int>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>, thrust::detail::wrapped_function<thrust::detail::unary_transform_functor<thrust::system::detail::generic::sequence_detail::sequence_functor<unsigned int>>, void>, unsigned int, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=1)",0.268422241468,0.629870713517,0.0783300185492,0.337764710907,0.999647779457,0.981310444287,0.963400951189,0.281529281529,0.320336831621,0.0,0.0,0.0,0.100612875,0.0,0.0,0.0,0.0,0.813435770766,0.0,0.649429983115,0.00092007726561,0.782739058965,0.0,0.0,0.000948629302948,0.0,0.90803949,0.0,0.1,0.2,0.0,0.0,0.142857142857,0.333333333333,0.0,0.0173611111111,0.1,0.23696945351,0.24940529666,0.0,0.00173597594232,0.110967124096,0.237061246954,0.445868309982,0.00538537027488,0.0,0.467528643665,0.0,0.0,0.0,0.481153251111,0.00121042122731,0.481293918559,0.222222225099,0.0,0.0187091109205,0.0,0.0
"[[ segmentationTreeThrust ]] getRepresentatives(unsigned int const *, unsigned int*, unsigned int)",0.419570476803,0.343844030944,0.0276371196129,0.111507670285,0.0,0.40725411563,0.394828381117,0.0696015696016,0.109332679562,0.0,0.0,0.20755665625,0.100612875,0.0,0.337106721513,0.0,0.295111193194,0.200957479004,0.465450654147,0.16043817906,0.218507123814,0.20528815063,0.157054505022,0.0,0.0,0.32339654,0.90803949,0.0,0.1,0.2,0.0,0.0,0.0,0.222222222222,0.1,0.0,0.0,0.18142550183,0.0740877296375,0.637781646013,0.0,0.0,0.044394421802,0.212384551408,0.0132704799834,1.5297081606e-05,0.333413988926,0.689850851561,1.3e-06,0.755449048911,0.118915250391,0.755565496625,0.118945826844,0.0493827123735,0.166666666667,0.00336851302917,0.0,0.0
"[[ segmentationTreeThrust ]] void thrust::system::cuda::detail::bulk_::detail::launch_by_value<unsigned int=512, thrust::system::cuda::detail::bulk_::detail::cuda_task<thrust::system::cuda::detail::bulk_::parallel_group<thrust::system::cuda::detail::bulk_::concurrent_group<thrust::system::cuda::detail::bulk_::agent<unsigned long=3>, unsigned long=512>, unsigned long=0>, thrust::system::cuda::detail::bulk_::detail::closure<thrust::system::cuda::detail::scan_detail::inclusive_scan_n, thrust::tuple<thrust::system::cuda::detail::bulk_::detail::cursor<unsigned int=1>, thrust::detail::normal_iterator<thrust::pointer<long, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, long, thrust::detail::normal_iterator<thrust::pointer<long, thrust::system::cuda::detail::tag, thrust::use_default, thrust::use_default>>, thrust::plus<long>, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type, thrust::null_type>>>>(unsigned long=3)",0.0980144815442,0.238970610766,0.0327829525548,0.13078568992,0.99490623238,0.959903718959,0.75620146555,0.0178222678223,0.124271241377,0.0373813095283,0.08622075,0.0711805625,0.007089125,2.50414804759e-06,0.79192789444,0.531177314815,0.000277401880575,0.000317644133258,0.000295675057335,0.000295863359929,0.0120070083614,0.0105316880482,0.00110261571063,0.000959254344579,0.00132233175429,0.45451701,0.69183785,0.0,0.1,0.2,0.0,0.0,0.0,0.111111111111,0.1,0.412300411111,0.1,0.542103808219,0.114518935702,0.0368364580096,0.0,0.429395355176,0.116277731744,0.0335748898151,0.000167329614477,0.343641414104,0.666128234098,0.56125581517,0.63550061,0.000687083632357,0.000526082092722,0.00641609466212,0.000651339731032,0.209876537297,0.0,0.00500033608784,0.0,0.0
