==27977== NVPROF is profiling process 27977, command: ./backprop 65536
==27977== Warning: Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==27977== Profiling application: ./backprop 65536
==27977== Profiling result:
==27977== Event result:
"Device","Kernel","Invocations","Event Name","Min","Max","Avg"
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp2_gld_thread_count_64b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp3_gld_thread_count_64b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp0_gld_thread_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp1_gld_thread_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp2_gld_thread_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp3_gld_thread_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp0_gld_warp_count_32b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp1_gld_warp_count_32b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp2_gld_warp_count_32b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp3_gld_warp_count_32b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp0_gld_warp_count_64b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp1_gld_warp_count_64b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp2_gld_warp_count_64b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp3_gld_warp_count_64b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp0_gld_warp_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp1_gld_warp_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp2_gld_warp_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_subp3_gld_warp_count_128b",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp0_read_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp1_read_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp2_read_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp3_read_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp0_write_sysmem_sector_queries",4,4,4
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp1_write_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp2_write_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp3_write_sysmem_sector_queries",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp0_total_read_sector_queries",143341,143341,143341
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp1_total_read_sector_queries",143515,143515,143515
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp2_total_read_sector_queries",143596,143596,143596
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp3_total_read_sector_queries",340184,340184,340184
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp0_total_write_sector_queries",81843,81843,81843
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp1_total_write_sector_queries",81969,81969,81969
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp2_total_write_sector_queries",82008,82008,82008
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l2_subp3_total_write_sector_queries",81873,81873,81873
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"elapsed_cycles_sm",3940719,3940719,3940719
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_inst_8bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_inst_16bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_inst_32bit",7340112,7340112,7340112
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_inst_64bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_inst_128bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_inst_8bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_inst_16bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_inst_32bit",2097184,2097184,2097184
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_inst_64bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_inst_128bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_gld_inst_8bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_gld_inst_16bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_gld_inst_32bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_gld_inst_64bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"rocache_gld_inst_128bit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_00",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_01",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_02",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_03",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_04",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_05",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_06",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"prof_trigger_07",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"atom_cas_count",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"warps_launched",32768,32768,32768
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"threads_launched",1048576,1048576,1048576
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"inst_executed",1736729,1736729,1736729
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"inst_issued1",2867838,2867838,2867838
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"inst_issued2",280948,280948,280948
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"thread_inst_executed",55575328,55575328,55575328
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"shared_load",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"shared_store",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"local_load",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"local_store",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gld_request",229381,229381,229381
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gst_request",65538,65538,65538
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"active_cycles",3880668,3880668,3880668
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"active_warps",242577188,242577188,242577188
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"sm_cta_launched",4096,4096,4096
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"not_predicated_off_thread_inst_executed",55574912,55574912,55574912
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_local_load_hit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_local_load_miss",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_local_store_hit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_local_store_miss",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_global_load_hit",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_global_load_miss",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"uncached_global_load_transaction",331781,331781,331781
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"global_store_transaction",131074,131074,131074
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"shared_load_replay",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"shared_store_replay",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"global_ld_mem_divergence_replays",102400,102400,102400
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"global_st_mem_divergence_replays",65536,65536,65536
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"local_load_transactions",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"local_store_transactions",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_shared_load_transactions",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"l1_shared_store_transactions",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"__l1_global_load_transactions",537755,537755,537755
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"__l1_global_store_transactions",132068,132068,132068
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"atom_count",0,0,0
"Tesla K40c (0)","bpnn_adjust_weights_cuda(float*, int, float*, int, float*, float*)",1,"gred_count",0,0,0
